,timestamp,UNISWAP_V3_token0_amount,UNISWAP_V3_token1_amount,UNISWAP_V3_price_init,UNISWAP_V3_price_lower,UNISWAP_V3_price_upper,UNISWAP_V3_liquidity,UNISWAP_V3_cash,UNISWAP_V3_tvl,UNISWAP_V3_volume,UNISWAP_V3_fees,UNISWAP_V3_price,UNISWAP_V3_balance,net_balance
9202,2025-01-28 10:00:00+00:00,782006.6636752392,22.739112361578552,3037.11,2860.2510627623883,3224.904719794619,9.412878861533673e+17,4980.462154248224,313676146.25538266,208732.23626672197,626.1967088001659,3192.93,859591.5198621425,859591.5198621425
9203,2025-01-28 11:00:00+00:00,764334.7665089652,28.280511613152544,3037.11,2860.2510627623883,3224.904719794619,9.412878861533673e+17,5115.395606228137,313676146.25538266,208732.23626672197,626.1967088001659,3185.21,859529.5305105229,859529.5305105229
9204,2025-01-28 12:00:00+00:00,738130.9135063294,36.52203906736692,3037.11,2860.2510627623883,3224.904719794619,9.412878861533673e+17,5250.32905820805,313676146.25538266,208732.23626672197,626.1967088001659,3173.78,859294.1597157653,859294.1597157653
9205,2025-01-28 13:00:00+00:00,738956.9506916642,36.26178462601885,3037.11,2860.2510627623883,3224.904719794619,9.412878861533673e+17,5385.262510187963,313676146.25538266,208732.23626672197,626.1967088001659,3174.14,859442.1942546837,859442.1942546837
9206,2025-01-28 14:00:00+00:00,732370.2961934377,38.33782232001938,3037.11,2860.2510627623883,3224.904719794619,9.412878861533673e+17,5520.195962167875,313676146.25538266,208732.23626672197,626.1967088001659,3171.27,859470.0779444134,859470.0779444134
9207,2025-01-28 15:00:00+00:00,752740.2702307724,31.92351057677191,3037.11,2860.2510627623883,3224.904719794619,9.412878861533673e+17,5655.129414147786,313676146.25538266,208732.23626672197,626.1967088001659,3180.15,859916.9518056414,859916.9518056414
9208,2025-01-28 16:00:00+00:00,682103.4399379157,54.24343908364756,3037.11,2860.2510627623883,3224.904719794619,9.412878861533673e+17,5790.062866127699,313676146.25538266,208732.23626672197,626.1967088001659,3149.41,858728.3322884738,858728.3322884738
9209,2025-01-28 17:00:00+00:00,720520.5872592395,42.07744748438529,3037.11,2860.2510627623883,3224.904719794619,9.412878861533673e+17,5924.996318107612,313676146.25538266,208732.23626672197,626.1967088001659,3166.11,859667.4108321342,859667.4108321342
9210,2025-01-28 18:00:00+00:00,666408.2963538324,59.232354478554804,3037.11,2860.2510627623883,3224.904719794619,9.412878861533673e+17,6059.929770087525,313676146.25538266,208732.23626672197,626.1967088001659,3142.6,858611.8233082262,858611.8233082262
9211,2025-01-28 19:00:00+00:00,675514.0094046366,56.33666433067941,3037.11,2860.2510627623883,3224.904719794619,9.412878861533673e+17,6194.863222067438,313676146.25538266,208732.23626672197,626.1967088001659,3146.55,858975.0037764034,858975.0037764034
